"","x"
"1",1
"2",0.0630669955539414
"3",0.0819802563177016
"4",0.098000282381599
"5",0.0915717932557438
"6",0.103806933603518
"7",0.0943743754313234
"8",0.100348487776321
"9",0.101985144686811
"10",0.107680239592643
"11",0.101983040159404
"12",0.119373312956279
"13",0.113619270285484
"14",0.121715830109811
"15",0.109816012556628
"16",0.103046502745494
"17",0.112215956597525
"18",0.116828432281476
"19",0.101198176193494
"20",0.113935851518927
