"","x"
"1",0.0934764308846474
"2",0.156662306298494
"3",0.114574727407087
"4",0.293318971569351
"5",0.30539280099178
"6",0.23835811549268
"7",0.292194427986298
"8",0.193578343594946
"9",0.254840193552871
"10",0.251976637882062
"11",0.222926172039154
"12",0.233583842698463
"13",0.221461936937946
"14",0.221288452996513
"15",0.209484779329942
"16",0.214862109516917
"17",0.199786350987
"18",0.2087869652541
"19",0.196317488292601
"20",0.187603163474014
